序號,縣市及鄉鎮市區,村里,避難收容處所地址,經度,緯度,避難收容處所名稱,預計收容村里,預計收容人數,適用災害類別,管理人姓名,管理人電話,室內,室外,適合避難弱者安置
1171,臺東縣關山鎮,德高里,8鄰永豐105之1號,121.1776,23.0748,德高活動中心,德高里,100,"水災,震災,土石流",里長 莊贄平,89931111,是,是,否
1172,臺南市新市區,新和里,忠孝街189號,120.2945,23.0751,臺南市新市區文康育樂中心,永就里、新和里,290,"水災,震災",謝雪蓮,06-5898318,是,否,是
1173,臺南市南化區,玉山里,玉山65號,120.5201,23.0757,臺南市南化區玉山里活動中心,玉山里,90,"水災,震災,土石流",邱永霖,06-5772128,是,是,是
1174,臺南市安南區,青草里,青砂街二段371巷2號,120.112012,23.07598,臺南市安南區青草里活動中心,青草里,278,水災,魏武雄,06-2571178,是,否,是
1175,臺南市新市區,社內里,社內91-22號,120.2816,23.0766,臺南市新市區老人文康活動中心,社內里、大洲里,410,水災,李秋虹,06-5994711#138,是,否,是
1176,臺南市安南區,青草里,青砂街二段105巷32號,120.117215,23.076717,臺南市安南區青草國民小學,本區各里,725,"水災,震災",耿育文,06-2577631,是,是,是
1177,臺南市山上區,豐德里,豐德49-2號,120.3596,23.0774,臺南市山上區豐德里活動中心,豐德里,50,水災,林美瑜,06-5781801#21,是,否,是
1178,臺南市南化區,北寮里,北寮3號,120.4915,23.0774,臺南市南化區北寮里活動中心,北寮里 小崙里,110,"水災,震災",林金蒼,06-5772237,是,是,是
1179,高雄市甲仙區,大田里,新興路49-1號,120.5823,23.078,大田老人活動中心（備用）,大田里,100,,理事長林秀美、社區總幹事張琪,921233279,是,否,是
1180,臺南市安南區,學東里,公學路6段589號,120.145483,23.07819,臺南市安南區學東國民小學,本區各里,600,"水災,震災",鄭勝男,06-2870017,否,是,是
1181,臺南市新市區,新市里,中興街12號,120.2952,23.0787,臺南市新市區公所三樓大禮堂,新市里,100,"水災,震災",盧家倫,06-5994711#280,是,否,是
1182,臺南市新市區,新市里,中興街1號,120.2958,23.0787,臺南市新市區新市國小學生活動中心,三舍里、豐華里,300,水災,蘇首銘,06-5992895#831,是,否,是
1183,臺南市安南區,學東里,公學路六段661號,120.1431,23.0793,臺南市安南區學東里活動中心,學東里,276,"水災,震災",黃南忠,06-2872927,是,是,是
1184,臺南市安南區,砂崙里,城北路871巷94弄17號,120.127523,23.079511,臺南市安南區砂崙里活動中心,砂崙里,250,"水災,震災",陳清海,06-2573077,是,是,是
1185,臺南市安定區,六嘉里,六嘉30號,120.219,23.0798,臺南市安定區南興國小,臨時備用場所,100,水災,郭茂松,06-5931038,是,否,是
1186,臺南市安定區,六嘉里,六嘉30號,120.219,23.0798,臺南市安定區南興國小,臨時備用場所,150,水災,郭茂松,06-5931038,是,否,是
1187,高雄市甲仙區,東安里,文化南路6號,120.592022,23.080974,高雄市立甲仙國民中學（備用）,東安里,270,水災,校長鍾文杰、總務主任劉勇君,675101810、 675101840,是,否,是
1188,臺東縣池上鄉,富興村,4鄰62之1號,121.2212,23.0813,富興村辦公處,富興村,100,"水災,震災,土石流",村長羅菊妹,089-862951,是,是,否
1189,高雄市甲仙區,西安里,文化路45號,120.588891,23.081444,高雄市甲仙區甲仙國民小學備用,西安里,521,"水災,震災,土石流",校長陳姚如、總務主任張淑女,6751025111、6751025140,否,否,否
1190,臺南市新市區,港墘里,民族路76號,120.3005,23.0834,臺南市新市區新市國中育樂堂,大營里、港墘里,500,水災,陳盈秀,06-5991420#6001,是,否,是
1191,臺南市新市區,港墘里,民族路76號,120.3005,23.0834,臺南市新市區新市國中操場,視災情因應調整,2000,震災,陳盈秀,06-5991420#6001,否,是,是
1192,臺南市安定區,大同里,大同81號,120.2231,23.0839,臺南市安定區大同社區活動中心,大同里、六嘉里、港南里、中沙里。,100,水災,陳柏宏,06-5921116,是,否,是
1193,高雄市甲仙區,和安里,中山路56號,120.5875,23.084,甲仙和安社區活動中心備用,和安里,80,,理事長李新福、總幹事呂文豪,937645339,是,否,是
1194,臺南市西港區,新復里,溪埔寮19-9號,120.184578,23.085261,臺南市西港區新復里活動中心,新復里,270,"水災,震災",黃國文,06-7957668,是,是,是
1195,高雄市甲仙區,東安里,油礦巷3號,120.601,23.0855,龍鳳寺,西安/東安/和安/關山/小林,500,"水災,土石流",康苗杰,07-6751033,是,否,是
1196,臺南市新市區,大社里,大社39號,120.3191,23.0863,臺南市新市區大社國小育賢三樓〈學生活動中心）,大社里、潭頂里,300,水災,宋政賢,06-5991593#805,是,否,是
1197,臺南市山上區,平陽里,平陽48號,120.3807,23.0868,臺南市山上區平陽里活動中心,平陽里,50,水災,林美瑜,06-5781801#21,是,否,是
1198,臺東縣成功鎮,忠仁里,"麒麟路45-12號No.45-12, Chilin Rd., Chenggong Township, Taitung County 961, Taiwan R.O.C.",121.356735,23.092456,麒麟活動中心 Chi-Lin Community Center,忠仁里,30,"水災,土石流",張淑娟,089-85100433,否,否,否
1199,臺南市安定區,港口里,港口333-22號,120.2196,23.0928,臺南市安定區複合式運動場四周及南安小操場,除蘇林里、蘇厝里、安定里、安加里、保西里外之11里震災避難場所,300,震災,陳茂林,06-5921116,否,是,是
1200,臺南市安定區,港口里,港口333-22號,120.2196,23.0928,臺南市安定區複合式運動場四周及南安小操場,除蘇林里、蘇厝里、安定里、安加里、保西里外之11里震災避難場所,800,震災,陳茂林,06-5921116,否,是,是
1201,臺南市七股區,十份里,十份24-28號,120.1055,23.0942,臺南市七股區十份里漁民活動中心,十份里,94,"水災,震災",張水金,06-7880746,是,否,是
1202,臺東縣池上鄉,萬安村,1鄰萬安7號,121.2185,23.0948,萬安村辦公處,萬安村,100,"水災,震災,土石流",村長魏榮增,089-861743,是,是,是
1203,臺南市七股區,永吉里,永吉16-8號,120.1288,23.0954,臺南市七股區永吉里多功能活動中心,永吉里,37,"水災,震災",莊弘松,06-7880024,是,否,是
1204,臺南市安定區,海寮里,海寮15之3號,120.2112,23.0965,臺南市安定區海寮社區活動中心,海寮里、港口里、新吉里。,200,水災,陳柏宏,06-5921116,是,否,是
1205,臺南市安定區,南安里,南安62號,120.225,23.0984,臺南市安定區南安國小,臨時備用場所,100,"水災,震災",曹麗優,06-5922023,是,否,是
1206,臺南市山上區,新莊里,大庄32號,120.3637,23.0987,臺南市山上區新莊里大庄活動中心,新莊里,50,水災,林美瑜,06-5781801#21,是,否,是
1207,臺東縣池上鄉,錦園村,1鄰新開園2號,121.2203,23.0988,錦園村辦公處,錦園村,100,"水災,震災,土石流",村長李文源,089-862370,是,是,是
1208,臺南市七股區,三股里,三股39號,120.1182,23.0993,臺南市七股區三股社區活動中心,三股里,61,"水災,震災",黃仙立,06-7880745,是,否,是
1209,臺東縣海端鄉,海端村,"3鄰山界17-3號No.17-3, Shanjie, Haiduan Township, Taitung County 957, Taiwan",121.1767,23.100134,海端鄉立托兒所Haiduan Nursery School,海端村、崁頂村、加拿村、廣原村,80,"水災,震災,土石流,海嘯",史慧玲,089-931466,是,否,是
1210,臺南市山上區,南洲里,南洲43號,120.3557,23.1008,臺南市山上區國民小學,全區,1000,"水災,震災",方聰安,06-5781203,是,是,是
1211,臺南市山上區,南洲里,南洲197號,120.3536,23.1011,臺南市山上區南洲里農民教育活動中心,南洲里,150,水災,林美瑜,06-5781801#21,是,否,是
1212,臺南市七股區,義合里,義合72之2號,120.1382,23.1013,臺南市七股區義合里多功能活動中心,義合里,136,"水災,震災",黃文乾,06-7891113,是,否,是
1213,臺東縣海端鄉,海端村,"4鄰山界36號No.36, Shanjie, Haiduan Township, Taitung County 957, Taiwan",121.1761798,23.10145705,海端國小Haiduan Elementary School,海端村、崁頂村、加拿村、廣原村,100,"水災,震災,土石流,海嘯",廖坤峰,089-931184,是,否,是
1214,臺東縣成功鎮,忠智里,"中正路1號No.1, Jhongjheng Rd., Chenggong Township, Taitung County 961, Taiwan R.O.C.",121.376599,23.101696,"成功鎮新港國民中學 Hsin-kang Junior High School, Chenggon Township",忠智里,250,震災,鄭瑞銀,089-851034,否,否,否
1215,臺南市山上區,山上里,山上134-1號,120.3577,23.1017,臺南市山上區山上里農民教育活動中心,山上里,150,水災,林美瑜,06-5781801#21,是,否,是
1216,臺南市山上區,玉?里,玉?35號,120.3891,23.1017,臺南市山上區玉?里活動中心,玉?里,50,水災,林美瑜,06-5781801#21,是,否,是
1217,臺東縣海端鄉,海端村,"4鄰山界路43號No.43, Shanjie, Haiduan Township, Taitung County 957, Taiwan",121.1766199,23.10206982,海端鄉公所Haiduan Township Office,海端村、崁頂村、加拿村、廣原村,50,"水災,震災,土石流,海嘯",蔡孝宏,089-931307,是,否,否
1218,臺南市七股區,三股里,三股100號,120.116949,23.102173,臺南市七股區三股國小操場,三股里,100,震災,陳易志,06-7880744,否,是,是
1219,臺東縣成功鎮,三民里,"三民路20號No.20, Sanmin Rd., Chenggong Township, Taitung County 961, Taiwan R.O.C.",121.371943,23.10221,三民里活動中心 San-Min Community Center,三民里,20,,陳鼎欣,089-85100432,否,否,否
1220,臺南市七股區,竹橋里,竹橋33-1號,120.1637,23.1029,臺南市七股區竹橋里多功能活動中心,竹橋里,134,"水災,震災,海嘯",張靜堯,06-7891110,是,否,是
1221,臺南市山上區,山上里,山上130號,120.3584,23.103,臺南市山上區山上國民中學,全區,1000,"水災,震災",劉育志,06-5781023#11,是,是,是
1222,臺南市安定區,南安里,南安1號,120.2274,23.1033,臺南市安定區南安社區活動中心,南安里、管寮里,50,水災,陳柏宏,06-5921116,是,否,是
1223,臺南市安定區,港尾里,港尾74-11號,120.2338,23.1038,臺南市安定區港尾社區活動中心,港尾里、中榮里。,50,水災,陳柏宏,06-5921116,是,否,是
1224,臺南市西港區,竹林里,竹林11號,120.1794,23.1042,臺南市西港區成功國小,竹林里、劉厝里、永樂里、新復里,850,"水災,震災",徐育仁,06-7952204#2820,是,是,是
1225,臺南市七股區,三股里,三股147號,120.1231,23.1043,行政院國軍退除役官兵輔導委員會佳里榮譽國民之家,三股里,21,"水災,震災",史台龍,06-7880664,是,否,是
1226,臺東縣成功鎮,三民里,"三民路111號No.111, Sanmin Rd., Chenggong Township, Taitung County 961, Taiwan R.O.C.",121.374961,23.104389,三民里第2市場 San-Min Second Market,三民里,50,,陳鼎欣,089-85100432,否,否,否
1227,臺東縣成功鎮,忠智里,太平路52號,121.381984,23.104484,國立成功商業水產職業學校,忠智里,200,震災,蔡吉郎,089-850011,否,否,否
1228,臺東縣成功鎮,忠智里,"五權路164號No.164, Wucyuan Rd., Chenggong Township, Taitung County 961, Taiwan R.O.C.",121.380248,23.104757,忠智里活動中心 Jhong-Jhi Community Center,忠智里,30,,李明穎,089-85100434,否,否,否
1229,高雄市桃源區,建山里,建山里96號,120.682598,23.105377,高雄市桃源區建山國民小學,建山里,68,"水災,震災",顏裕華,07-6861132,是,否,否
1230,臺南市玉井區,望明里,望明76號,120.4562,23.1058,臺南市玉井區望明里活動中心,望明里,70,水災,李麗華,06-5742458,是,否,否
1231,臺東縣池上鄉,新興村,4鄰48之1號,121.2069,23.1066,新興村辦公處,新興村,100,"水災,震災,土石流",村長許金興,089-863398,是,是,否
1232,高雄市桃源區,建山里,建山巷86號,120.684,23.1067,建山社區活動中心,建山里,120,"水災,海嘯",里長金阿美/里幹事謝巧孟,0938317097/0919397714,是,否,是
1233,臺南市山上區,明和里,明和98號,120.3481,23.1078,臺南市山上區明和里活動中心,明和里,150,水災,林美瑜,06-5781801#21,是,否,是
1234,臺南市西港區,南海里,中港24號,120.1937,23.1079,臺南市西港區廣興宮,南海里,140,"水災,震災",黃光暉,06-7951656,是,是,是
1235,高雄市六龜區,寶來里,中正路89號,120.70089,23.10881,寶來社區活動中心,寶來里,100,"水災,震災,土石流",寶來里長沈振揚,07-6881125,是,否,是
1236,高雄市六龜區,寶來里,中正路89號,120.700921,23.108831,高雄市六龜區寶來國民小學,寶來里,257,"水災,土石流",魏滋鋒,6881009#40,否,否,否
1237,高雄市六龜區,寶來里,中正路137號,120.703635,23.109359,高雄市立寶來國民中學,寶來里,244,"水災,震災,土石流",陳嘉玲,6881258#31,否,否,否
1238,臺南市七股區,樹林里,樹林65-11號,120.156033,23.110999,臺南市七股區樹林國小操場,樹林里,100,震災,李貞慧,06-7891031,否,是,是
1239,臺南市玉井區,沙田里,沙田33-3號,120.4791,23.1118,臺南市玉井區沙田里活動中心,沙田里,60,水災,邱文化,06-5742362,是,否,否
1240,高雄市甲仙區,關山里,中興路17號,120.6054,23.1126,關山社區活動中心,關山里,80,,理事長劉國寶、總幹事柯文賢,932971316,是,否,是
1241,臺南市七股區,樹林里,樹林5-8號,120.1572,23.1139,臺南市七股區樹林社區活動中心,樹林里,138,"水災,震災",黃寶田,06-7891009,是,否,是
1242,臺南市安定區,安加里,安加262-1號,120.234,23.114,臺南市安定區安定國中操場,安加里、保西里,500,震災,陳慧如,06-5922003,否,是,是
1243,臺南市七股區,竹港里,竹港52-19號,120.1748,23.1142,臺南市七股區竹港社區活動中心,竹港里,74,"水災,震災",郭仲義,06-7891040,是,否,是
1244,臺南市安定區,安加里,安加262之8號,120.2343,23.1145,臺南市安定區圖書館,港尾里、蘇林里、蘇厝里,150,水災,陳茂林,06-5921116,是,否,否
1245,臺東縣池上鄉,新興村,7鄰新興88號,121.20497,23.115321,臺東縣立池上國民中學,本鄉各村,300,"水災,震災,土石流",校長王淑冠,089-862040,是,是,否
1246,臺東縣池上鄉,萬安村,1鄰5號之2,121.1896,23.1172,臺東縣池上鄉萬安國民小學,萬安村、振興村、富興村、錦園村,90,"水災,震災,土石流",校長鍾明宏,089-862371,是,是,是
1247,臺南市大內區,曲溪里,曲溪51-2號,120.3874,23.1181,臺南市大內區曲溪社區活動中心,曲溪里,15,"水災,震災",楊春寶,06-5765072,是,是,是
1248,臺南市安定區,安加里,安加243-5號旁,120.23815,23.118189,臺南市安定區體育運動公園（防災公園）,全區,600,震災,陳茂林,06-5921116#151,否,是,是
1249,臺南市安定區,安加里,安加243-5號旁,120.23815,23.118189,臺南市安定區體育運動公園（防災公園）,全區,1000,震災,陳茂林,06-5921116#151,否,是,是
1250,臺南市大內區,大內里,大內63號,120.3613,23.1186,臺南市大內區大內國小,大內里、內江里、內郭里、石城里、石林里、石湖里,230,"水災,震災",呂麗蓉,928619583,是,是,是
1251,臺南市西港區,營西里,後營1-2號,120.1958,23.1188,臺南市西港區老人文康活動中心,營西里、後營里、檨林里,340,"水災,震災",謝淑麗,06-7961482,是,是,是
1252,臺南市安定區,安加里,安加262-1號,120.2381,23.1196,臺南市安定區安定國中,臨時備用場所,100,"水災,震災",陳慧如,06-5922003,是,否,是
1253,臺南市安定區,安定里,安定131之1號,120.2372,23.1198,臺南市安定區老人文康活動中心,安定里、安加里、保西里,50,水災,陳柏宏,06-5921116,是,否,是
1254,臺東縣池上鄉,大埔村,大埔14號,121.215,23.1209,大埔村辦公處,大埔村,100,"水災,土石流",村長鍾健考,89862893,是,否,否
